@relation QueryResult

@attribute id numeric
@attribute recurso {tetra:12082434}
@attribute latitud numeric
@attribute longitud numeric
@attribute velocidad numeric
@attribute orientacion numeric
@attribute fecha numeric

@data
3299060113,tetra:12082434,-0.225903,-0.671958,48,202,2015
3299060206,tetra:12082434,-0.225937,-0.671974,35,157,2015
3299060383,tetra:12082434,-0.225985,-0.671981,50,180,2015
3299060439,tetra:12082434,-0.226041,-0.671974,48,180,2015
3299060560,tetra:12082434,-0.226069,-0.671978,45,202,2015
3299060674,tetra:12082434,0,0,0,0,2015
3299060787,tetra:12082434,0,0,0,0,2015
3299060931,tetra:12082434,0,0,0,0,2015
3299060936,tetra:12082434,0,0,0,0,2015
3299060981,tetra:12082434,0,0,0,0,2015
3299061123,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299061253,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299061352,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299061545,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299061675,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299061678,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299061770,tetra:12082434,-0.226172,-0.672005,0,0,2015
3299061870,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299061916,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299062023,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299062178,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299062320,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299062384,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299062437,tetra:12082434,-0.226172,-0.672005,0,0,2015
3299062445,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299062490,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299062633,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299062650,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299062763,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299062835,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299062980,tetra:12082434,-0.226175,-0.672005,0,0,2015
3299063087,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299063180,tetra:12082434,-0.226175,-0.672005,0,0,2015
3299063223,tetra:12082434,-0.226175,-0.672006,0,0,2015
3299063368,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299063406,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299063503,tetra:12082434,-0.226173,-0.672004,0,0,2015
3299063659,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299063753,tetra:12082434,-0.226173,-0.672005,0,0,2015
3299063880,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299063993,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299064222,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299064361,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299064578,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299064633,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299064781,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299064824,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299064878,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299064981,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065061,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065241,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065299,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065363,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065366,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065436,tetra:12082434,-0.226174,-0.672004,0,0,2015
3299065542,tetra:12082434,-0.226174,-0.672004,0,0,2015
3299065588,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065712,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299065931,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299066057,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299066106,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299066109,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299066224,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299066380,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299066636,tetra:12082434,-0.226174,-0.672006,0,0,2015
3299066859,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299067014,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299067156,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299067377,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299067498,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299067617,tetra:12082434,-0.226164,-0.671992,35,45,2015
3299067677,tetra:12082434,-0.226143,-0.671985,40,0,2015
3299067735,tetra:12082434,-0.22611,-0.671981,47,0,2015
3299067846,tetra:12082434,-0.226073,-0.671971,50,22,2015
3299067920,tetra:12082434,-0.226035,-0.671968,47,0,2015
3299068057,tetra:12082434,-0.226005,-0.671973,42,0,2015
3299068196,tetra:12082434,-0.225974,-0.671974,45,22,2015
3299068246,tetra:12082434,-0.225927,-0.671952,47,45,2015
3299068378,tetra:12082434,-0.225898,-0.671929,45,45,2015
3299068411,tetra:12082434,-0.225879,-0.671913,40,45,2015
3299068504,tetra:12082434,-0.225868,-0.671891,42,67,2015
3299068636,tetra:12082434,0,0,0,0,2015
3299068777,tetra:12082434,-0.225843,-0.671845,40,22,2015
3299068849,tetra:12082434,-0.225822,-0.671838,47,22,2015
3299068938,tetra:12082434,-0.225794,-0.671825,52,22,2015
3299069063,tetra:12082434,-0.225744,-0.671788,54,45,2015
3299069202,tetra:12082434,-0.225721,-0.671771,54,45,2015
3299069366,tetra:12082434,-0.225698,-0.671752,50,45,2015
3299069605,tetra:12082434,-0.225662,-0.671727,52,45,2015
3299069673,tetra:12082434,-0.225602,-0.671693,50,22,2015
3299069796,tetra:12082434,-0.225576,-0.671679,33,45,2015
3299069819,tetra:12082434,-0.225563,-0.671663,33,67,2015
3299069935,tetra:12082434,-0.225549,-0.671655,9,270,2015
3299070030,tetra:12082434,0,0,0,0,2015
3299070168,tetra:12082434,-0.225572,-0.671682,25,225,2015
3299070271,tetra:12082434,-0.225595,-0.671693,47,202,2015
3299070346,tetra:12082434,-0.225618,-0.671704,52,202,2015
3299070348,tetra:12082434,-0.225666,-0.671732,50,225,2015
3299070435,tetra:12082434,-0.22569,-0.671748,52,225,2015
3299070534,tetra:12082434,-0.225721,-0.671773,52,225,2015
3299070564,tetra:12082434,-0.225747,-0.671793,52,225,2015
3299070683,tetra:12082434,-0.225774,-0.671813,54,225,2015
3299070816,tetra:12082434,-0.225804,-0.671832,52,202,2015
3299070954,tetra:12082434,-0.22583,-0.671844,42,202,2015
3299071065,tetra:12082434,-0.225852,-0.671858,35,247,2015
3299071081,tetra:12082434,-0.225869,-0.671896,45,247,2015
3299071119,tetra:12082434,-0.225892,-0.671941,42,247,2015
3299071224,tetra:12082434,-0.225906,-0.671964,22,225,2015
3299071284,tetra:12082434,0,0,0,0,2015
3299071428,tetra:12082434,0,0,0,0,2015
3299071519,tetra:12082434,-0.225989,-0.671981,56,180,2015
3299071613,tetra:12082434,-0.226025,-0.671974,48,180,2015
3299071728,tetra:12082434,-0.226056,-0.671976,37,180,2015
3299071784,tetra:12082434,-0.226091,-0.671985,47,202,2015
3299071798,tetra:12082434,-0.226137,-0.672,45,202,2015
3299071973,tetra:12082434,-0.226157,-0.672008,24,225,2015
3299072089,tetra:12082434,-0.226168,-0.672015,18,202,2015
3299072288,tetra:12082434,0,0,0,0,2015
3299072471,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299072548,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299072655,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299072689,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299072782,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299072919,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299073091,tetra:12082434,-0.226171,-0.672015,0,0,2015
3299073208,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299073318,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299073436,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299073530,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299073663,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299073820,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299073890,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299073898,tetra:12082434,-0.226171,-0.672017,0,0,2015
3299073912,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299074074,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299074094,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299074199,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299074325,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299074515,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299074584,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299074744,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299074780,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299074872,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299074994,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075155,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075284,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075291,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075336,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075460,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075557,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075685,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299075801,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299075914,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299076002,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299076005,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299076181,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299076237,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299076317,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299076550,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299076674,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299076817,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299076873,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299076891,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299077025,tetra:12082434,-0.22617,-0.672016,3,292,2015
3299077113,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299077322,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299077432,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299077559,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299077677,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299077776,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299077875,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078016,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299078088,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299078091,tetra:12082434,-0.22617,-0.672017,0,157,2015
3299078144,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078266,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078359,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299078473,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078623,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078743,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078790,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078941,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299078965,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299079100,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299079229,tetra:12082434,-0.226171,-0.672015,0,0,2015
3299079352,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299079452,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299079456,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299079517,tetra:12082434,-0.226171,-0.672016,0,0,2015
3299079640,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299079751,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299079833,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299079914,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299080083,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299080146,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299080154,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299080328,tetra:12082434,-0.226169,-0.672017,0,0,2015
3299080403,tetra:12082434,-0.226169,-0.672017,0,0,2015
3299080511,tetra:12082434,-0.226169,-0.672016,0,0,2015
3299080720,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299080779,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299080851,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299080991,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081016,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081089,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081234,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081516,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081619,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081712,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081809,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299081914,tetra:12082434,0,0,0,0,2015
3299082032,tetra:12082434,0,0,0,0,2015
3299082132,tetra:12082434,0,0,0,0,2015
3299082195,tetra:12082434,0,0,0,0,2015
3299082198,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299082201,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299082326,tetra:12082434,-0.226171,-0.672017,0,0,2015
3299082388,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299082490,tetra:12082434,-0.22617,-0.672015,0,0,2015
3299082613,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299082748,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299082847,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299082942,tetra:12082434,0,0,0,0,2015
3299083039,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083071,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083169,tetra:12082434,-0.226171,-0.672017,0,0,2015
3299083338,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083553,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083556,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083561,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083649,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083794,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083901,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299083973,tetra:12082434,-0.22617,-0.672017,0,180,2015
3299084102,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299084196,tetra:12082434,-0.22617,-0.672017,0,0,2015
3299084241,tetra:12082434,-0.22617,-0.672015,0,0,2015
3299084350,tetra:12082434,-0.22617,-0.672015,0,0,2015
3299084418,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299084522,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299084652,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299084822,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299084873,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299084904,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085038,tetra:12082434,-0.226169,-0.672015,0,0,2015
3299085089,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085144,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085290,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085568,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085654,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085811,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085902,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299085980,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299086060,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299086210,tetra:12082434,-0.22617,-0.672015,0,0,2015
3299086232,tetra:12082434,-0.22617,-0.672015,0,0,2015
3299086236,tetra:12082434,-0.22617,-0.672015,0,0,2015
3299086315,tetra:12082434,-0.22617,-0.672016,0,0,2015
3299086427,tetra:12082434,0,0,0,0,2015
3299086510,tetra:12082434,0,0,0,0,2015
3299086613,tetra:12082434,0,0,0,0,2015
3299086785,tetra:12082434,-0.226149,-0.671986,42,0,2015
3299086884,tetra:12082434,0,0,0,0,2015
3299086890,tetra:12082434,0,0,0,0,2015
3299087047,tetra:12082434,0,0,0,0,2015
3299087082,tetra:12082434,-0.226011,-0.671971,45,0,2015
3299087161,tetra:12082434,-0.225985,-0.671961,29,67,2015
3299087385,tetra:12082434,-0.225975,-0.671941,24,45,2015
3299087514,tetra:12082434,-0.225966,-0.671938,25,292,2015
3299087556,tetra:12082434,-0.22596,-0.671955,24,292,2015
3299087583,tetra:12082434,-0.225955,-0.671962,0,0,2015
3299087732,tetra:12082434,-0.225934,-0.671957,40,45,2015
3299087840,tetra:12082434,-0.225913,-0.671942,25,22,2015
3299087955,tetra:12082434,-0.225893,-0.671955,35,315,2015
3299087974,tetra:12082434,-0.225878,-0.671959,29,22,2015
3299088089,tetra:12082434,-0.225855,-0.671949,33,22,2015
3299088197,tetra:12082434,-0.225839,-0.671936,37,22,2015
3299088254,tetra:12082434,0,0,0,0,2015
3299088405,tetra:12082434,0,0,0,0,2015
3299088425,tetra:12082434,-0.225799,-0.67196,7,67,2015
3299088561,tetra:12082434,-0.225796,-0.671959,0,0,2015
3299088771,tetra:12082434,-0.225791,-0.671956,7,22,2015
3299088842,tetra:12082434,0,0,0,0,2015
3299088883,tetra:12082434,0,0,0,0,2015
3299089030,tetra:12082434,0,0,0,0,2015
3299089079,tetra:12082434,0,0,0,0,2015
3299089140,tetra:12082434,0,0,0,0,2015
3299089299,tetra:12082434,0,0,0,0,2015
3299091005,tetra:12082434,0,0,0,0,2015
3299092728,tetra:12082434,0,0,0,0,2015
3299094306,tetra:12082434,0,0,0,0,2015
3299095772,tetra:12082434,0,0,0,0,2015
3299097490,tetra:12082434,0,0,0,0,2015
3299099118,tetra:12082434,0,0,0,0,2015
3299101126,tetra:12082434,0,0,0,0,2015
3299102856,tetra:12082434,0,0,0,0,2015
3299104386,tetra:12082434,0,0,0,0,2015
3299105790,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299105808,tetra:12082434,-0.226175,-0.672005,0,0,2015
3299105923,tetra:12082434,-0.226175,-0.672004,0,0,2015
3299106030,tetra:12082434,-0.226174,-0.672004,0,22,2015
3299106141,tetra:12082434,-0.226174,-0.672005,0,0,2015
3299106278,tetra:12082434,0,0,0,0,2015
3299106362,tetra:12082434,0,0,0,0,2015
3299106413,tetra:12082434,0,0,0,0,2015
3299106551,tetra:12082434,0,0,0,0,2015
3299106687,tetra:12082434,0,0,0,0,2015
3299106779,tetra:12082434,0,0,0,0,2015
3299108200,tetra:12082434,0,0,0,0,2015
3299109755,tetra:12082434,0,0,0,0,2015
3299111171,tetra:12082434,0,0,0,0,2015
3299112663,tetra:12082434,-0.226608,-0.672216,0,0,2015
3299112743,tetra:12082434,-0.226607,-0.672217,0,0,2015
3299112863,tetra:12082434,-0.226607,-0.672217,0,0,2015
3299112990,tetra:12082434,-0.226607,-0.672217,0,0,2015
3299113079,tetra:12082434,-0.226607,-0.672217,0,0,2015
3299113218,tetra:12082434,-0.226607,-0.672217,0,0,2015
3299113271,tetra:12082434,-0.226607,-0.672217,0,0,2015
3299113385,tetra:12082434,-0.226606,-0.672217,0,0,2015
3299113459,tetra:12082434,-0.226606,-0.672217,0,0,2015
3299113602,tetra:12082434,-0.226605,-0.672216,0,0,2015
3299113637,tetra:12082434,-0.226606,-0.672216,0,0,2015
3299113646,tetra:12082434,-0.226606,-0.672217,0,0,2015
3299113759,tetra:12082434,-0.226606,-0.672217,0,0,2015
3299113830,tetra:12082434,-0.226605,-0.672217,0,0,2015
3299113883,tetra:12082434,-0.226605,-0.672216,0,0,2015
3299113962,tetra:12082434,-0.226605,-0.672217,0,0,2015
3299114016,tetra:12082434,-0.226604,-0.672217,0,0,2015
3299114160,tetra:12082434,-0.226605,-0.672217,0,0,2015
3299114221,tetra:12082434,-0.226605,-0.672216,0,0,2015
3299114319,tetra:12082434,-0.226607,-0.672217,0,0,2015
3299114398,tetra:12082434,-0.226608,-0.672216,0,0,2015
3299114484,tetra:12082434,-0.226608,-0.672216,0,0,2015
3299114595,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299114749,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299114856,tetra:12082434,-0.226608,-0.672216,0,0,2015
3299114944,tetra:12082434,-0.226607,-0.672216,0,0,2015
3299115058,tetra:12082434,-0.226608,-0.672216,0,0,2015
3299115123,tetra:12082434,-0.226608,-0.672218,0,0,2015
3299115231,tetra:12082434,-0.226608,-0.672218,0,0,2015
3299115332,tetra:12082434,-0.226608,-0.672219,0,0,2015
3299115398,tetra:12082434,-0.226608,-0.672217,0,0,2015
3299115517,tetra:12082434,-0.226607,-0.672219,0,0,2015
3299115578,tetra:12082434,-0.226607,-0.672219,0,0,2015
3299115625,tetra:12082434,-0.226607,-0.672219,0,0,2015
3299115701,tetra:12082434,-0.226607,-0.672219,0,0,2015
3299115837,tetra:12082434,-0.226609,-0.672217,0,0,2015
3299115901,tetra:12082434,-0.22661,-0.672215,0,0,2015
3299115908,tetra:12082434,-0.226609,-0.672217,0,0,2015
3299115928,tetra:12082434,-0.226608,-0.672219,0,0,2015
3299116084,tetra:12082434,-0.226608,-0.672218,0,0,2015
3299116119,tetra:12082434,-0.226608,-0.672219,0,0,2015
3299116324,tetra:12082434,-0.226608,-0.672219,0,0,2015
3299116440,tetra:12082434,-0.226608,-0.672219,0,0,2015
3299116469,tetra:12082434,-0.226607,-0.67222,0,0,2015
3299116612,tetra:12082434,-0.226609,-0.672217,0,0,2015
3299116687,tetra:12082434,-0.22661,-0.672215,0,0,2015
3299116788,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299116901,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299116979,tetra:12082434,-0.22661,-0.672215,0,0,2015
3299117027,tetra:12082434,-0.226608,-0.672217,0,0,2015
3299117059,tetra:12082434,-0.226608,-0.672217,0,0,2015
3299117200,tetra:12082434,-0.226607,-0.672218,0,0,2015
3299117228,tetra:12082434,-0.226608,-0.672218,0,0,2015
3299117315,tetra:12082434,-0.226608,-0.672218,0,0,2015
3299117377,tetra:12082434,-0.226609,-0.672217,0,0,2015
3299117513,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299117576,tetra:12082434,-0.22661,-0.672215,0,0,2015
3299117639,tetra:12082434,-0.226608,-0.672217,0,0,2015
3299117748,tetra:12082434,-0.226608,-0.672217,0,0,2015
3299117821,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299117964,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299118063,tetra:12082434,-0.226608,-0.672217,0,0,2015
3299118135,tetra:12082434,-0.226608,-0.672217,0,0,2015
3299118265,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299118315,tetra:12082434,-0.226609,-0.672216,0,0,2015
3299118453,tetra:12082434,-0.226608,-0.672218,0,0,2015
3299118574,tetra:12082434,-0.226608,-0.672219,0,0,2015
3299118689,tetra:12082434,-0.226609,-0.672216,0,45,2015
3299118818,tetra:12082434,-0.22661,-0.672215,0,0,2015
3299118858,tetra:12082434,-0.22661,-0.672214,0,0,2015
3299118945,tetra:12082434,-0.226607,-0.672212,9,45,2015
3299119005,tetra:12082434,-0.226608,-0.672208,16,157,2015
3299119133,tetra:12082434,-0.226621,-0.672199,24,157,2015
3299119214,tetra:12082434,0,0,0,0,2015
3299119220,tetra:12082434,-0.226634,-0.672184,25,45,2015
3299119253,tetra:12082434,-0.226635,-0.672168,24,135,2015
3299119395,tetra:12082434,0,0,0,0,2015
3299119472,tetra:12082434,0,0,0,0,2015
3299119606,tetra:12082434,-0.226686,-0.672173,40,225,2015
3299119703,tetra:12082434,0,0,0,0,2015
3299119789,tetra:12082434,0,0,0,0,2015
3299119905,tetra:12082434,-0.226777,-0.672186,25,225,2015
3299120015,tetra:12082434,0,0,0,0,2015
3299120093,tetra:12082434,0,0,0,0,2015
3299120243,tetra:12082434,0,0,0,0,2015
3299120321,tetra:12082434,0,0,0,0,2015
3299120327,tetra:12082434,0,0,0,0,2015
3299120363,tetra:12082434,0,0,0,0,2015
3299121862,tetra:12082434,-0.226979,-0.67237,0,0,2015
3299121946,tetra:12082434,-0.226981,-0.672369,0,0,2015
3299122085,tetra:12082434,-0.22699,-0.672362,0,0,2015
3299122126,tetra:12082434,-0.226991,-0.672362,0,0,2015
3299122176,tetra:12082434,-0.226989,-0.67236,0,0,2015
3299122278,tetra:12082434,-0.226991,-0.67236,0,0,2015
3299122365,tetra:12082434,-0.226984,-0.672357,0,0,2015
3299122481,tetra:12082434,-0.226981,-0.672354,0,0,2015
3299122489,tetra:12082434,-0.22698,-0.672351,0,0,2015
3299122493,tetra:12082434,-0.226979,-0.672354,0,0,2015
3299122648,tetra:12082434,-0.226979,-0.672354,0,0,2015
3299122732,tetra:12082434,-0.226979,-0.672354,0,0,2015
3299122818,tetra:12082434,-0.226978,-0.672355,0,0,2015
3299122930,tetra:12082434,-0.226972,-0.672359,0,0,2015
3299123020,tetra:12082434,-0.226971,-0.672362,0,0,2015
3299123151,tetra:12082434,-0.226976,-0.672365,0,0,2015
3299123206,tetra:12082434,-0.226977,-0.672363,0,0,2015
3299123275,tetra:12082434,-0.226978,-0.672362,0,0,2015
