@relation QueryResult

@attribute id numeric
@attribute recurso {tetra:12082364}
@attribute latitud numeric
@attribute longitud numeric
@attribute velocidad numeric
@attribute orientacion numeric
@attribute fecha numeric

@data
3299096022,tetra:12082364,0,0,0,0,2015
3299096771,tetra:12082364,-0.223682,-0.670316,129,202,2015
3299096841,tetra:12082364,-0.223795,-0.670357,115,202,2015
3299096904,tetra:12082364,-0.223876,-0.670386,129,202,2015
3299097031,tetra:12082364,-0.223948,-0.670413,103,202,2015
3299097187,tetra:12082364,-0.224023,-0.67044,119,202,2015
3299097251,tetra:12082364,-0.224094,-0.670465,107,202,2015
3299097398,tetra:12082364,0,0,0,0,2015
3299097464,tetra:12082364,-0.224297,-0.670539,99,202,2015
3299097595,tetra:12082364,-0.2244,-0.670576,139,202,2015
3299097643,tetra:12082364,-0.224464,-0.6706,129,202,2015
3299097733,tetra:12082364,-0.224535,-0.670625,149,202,2015
3299097874,tetra:12082364,-0.224593,-0.670647,103,202,2015
3299097889,tetra:12082364,-0.224656,-0.670682,95,202,2015
3299097895,tetra:12082364,-0.224741,-0.670736,124,202,2015
3299097996,tetra:12082364,-0.224795,-0.670769,107,202,2015
3299098075,tetra:12082364,-0.224858,-0.670812,134,225,2015
3299098125,tetra:12082364,-0.224899,-0.670862,115,247,2015
3299098235,tetra:12082364,-0.224953,-0.670947,129,247,2015
3299098360,tetra:12082364,-0.225014,-0.671016,71,225,2015
3299098501,tetra:12082364,-0.225073,-0.671052,103,202,2015
3299098605,tetra:12082364,-0.225225,-0.671168,103,225,2015
3299098674,tetra:12082364,-0.225286,-0.671209,99,202,2015
3299098784,tetra:12082364,-0.22534,-0.671235,79,202,2015
3299098971,tetra:12082364,-0.225395,-0.671264,107,225,2015
3299099065,tetra:12082364,-0.225452,-0.671316,95,225,2015
3299099117,tetra:12082364,-0.225518,-0.67138,92,225,2015
3299099138,tetra:12082364,-0.225606,-0.671399,88,180,2015
3299099274,tetra:12082364,0,0,0,0,2015
3299099327,tetra:12082364,-0.225734,-0.671459,99,202,2015
3299099415,tetra:12082364,0,0,0,0,2015
3299099460,tetra:12082364,-0.225842,-0.671454,88,157,2015
3299099600,tetra:12082364,0,0,0,0,2015
3299099713,tetra:12082364,-0.225987,-0.671426,134,180,2015
3299099928,tetra:12082364,-0.226164,-0.67147,111,202,2015
3299100125,tetra:12082364,-0.226218,-0.67152,129,225,2015
3299100303,tetra:12082364,-0.226351,-0.671537,124,157,2015
3299100460,tetra:12082364,-0.226457,-0.671558,115,225,2015
3299100552,tetra:12082364,0,0,0,0,2015
3299100616,tetra:12082364,-0.226551,-0.671635,76,202,2015
3299100860,tetra:12082364,0,0,0,0,2015
3299100915,tetra:12082364,0,0,0,0,2015
3299101129,tetra:12082364,0,0,0,0,2015
3299101237,tetra:12082364,0,0,0,0,2015
3299101499,tetra:12082364,0,0,0,0,2015
3299101649,tetra:12082364,0,0,0,0,2015
3299103251,tetra:12082364,0,0,0,0,2015
3299104663,tetra:12082364,0,0,0,0,2015
3299106055,tetra:12082364,0,0,0,0,2015
3299107524,tetra:12082364,0,0,0,0,2015
3299109071,tetra:12082364,0,0,0,0,2015
3299110410,tetra:12082364,0,0,0,0,2015
3299112095,tetra:12082364,0,0,0,0,2015
3299113638,tetra:12082364,0,0,0,0,2015
3299360861,tetra:12082364,0,0,0,0,2015
3299361446,tetra:12082364,0,0,0,0,2015
3299363603,tetra:12082364,0,0,0,0,2015
3299365761,tetra:12082364,0,0,0,0,2015
3299367805,tetra:12082364,0,0,0,0,2015
3299370249,tetra:12082364,-0.224952,-0.670944,103,67,2015
3299370304,tetra:12082364,-0.224909,-0.670875,115,67,2015
3299370336,tetra:12082364,-0.224867,-0.670818,129,45,2015
3299370454,tetra:12082364,-0.224776,-0.670756,129,22,2015
3299370604,tetra:12082364,-0.224719,-0.67072,76,22,2015
3299370826,tetra:12082364,-0.224662,-0.670684,107,22,2015
3299371022,tetra:12082364,-0.224579,-0.67064,119,22,2015
3299371027,tetra:12082364,-0.224518,-0.670617,129,22,2015
3299371035,tetra:12082364,-0.224412,-0.670579,124,22,2015
3299371084,tetra:12082364,-0.224352,-0.670557,107,22,2015
3299371300,tetra:12082364,-0.224256,-0.670523,134,22,2015
3299371448,tetra:12082364,-0.22413,-0.670478,134,22,2015
3299371595,tetra:12082364,-0.22406,-0.670452,129,22,2015
3299371750,tetra:12082364,-0.223986,-0.670425,124,22,2015
3299371943,tetra:12082364,-0.223913,-0.670399,134,22,2015
3299371960,tetra:12082364,-0.223751,-0.67034,119,22,2015
3299372120,tetra:12082364,-0.223678,-0.670313,107,22,2015
3299372323,tetra:12082364,-0.223617,-0.670292,124,22,2015
3299372412,tetra:12082364,-0.223539,-0.670266,124,0,2015
3299372627,tetra:12082364,-0.223442,-0.670274,129,0,2015
3299372804,tetra:12082364,-0.223349,-0.670286,115,0,2015
3299372864,tetra:12082364,-0.223299,-0.670287,56,0,2015
3299372916,tetra:12082364,-0.223254,-0.670295,79,0,2015
3299372958,tetra:12082364,-0.223183,-0.670312,42,45,2015
3299373102,tetra:12082364,0,0,0,0,2015
3299373153,tetra:12082364,0,0,0,0,2015
3299373242,tetra:12082364,0,0,0,0,2015
3299373367,tetra:12082364,0,0,0,0,2015
3299373510,tetra:12082364,0,0,0,0,2015
3299373715,tetra:12082364,0,0,0,0,2015
3299376097,tetra:12082364,0,0,0,0,2015
3299378491,tetra:12082364,0,0,0,0,2015
3299380548,tetra:12082364,0,0,0,0,2015
3299382522,tetra:12082364,0,0,0,0,2015
3299384526,tetra:12082364,0,0,0,0,2015
3299386679,tetra:12082364,0,0,0,0,2015
3299388491,tetra:12082364,0,0,0,0,2015
3299390488,tetra:12082364,0,0,0,0,2015
3299685857,tetra:12082364,0,0,0,0,2015
3299686228,tetra:12082364,0,0,0,0,2015
3299687625,tetra:12082364,0,0,0,0,2015
3299688820,tetra:12082364,0,0,0,0,2015
3299690236,tetra:12082364,0,0,0,0,2015
3299691485,tetra:12082364,0,0,0,0,2015
3299692768,tetra:12082364,0,0,0,0,2015
3299693787,tetra:12082364,0,0,0,0,2015
3299695152,tetra:12082364,0,0,0,0,2015
3299700292,tetra:12082364,0,0,0,0,2015
3299701530,tetra:12082364,0,0,0,0,2015
3299702864,tetra:12082364,0,0,0,0,2015
3299704488,tetra:12082364,0,0,0,0,2015
3299705752,tetra:12082364,0,0,0,0,2015
3299707234,tetra:12082364,0,0,0,0,2015
3299708397,tetra:12082364,0,0,0,0,2015
3299709766,tetra:12082364,0,0,0,0,2015
3299711091,tetra:12082364,0,0,0,0,2015
3299743051,tetra:12082364,0,0,0,0,2015
3299743384,tetra:12082364,0,0,0,0,2015
3299744468,tetra:12082364,0,0,0,0,2015
3299745717,tetra:12082364,0,0,0,0,2015
3299746934,tetra:12082364,0,0,0,0,2015
3299747989,tetra:12082364,0,0,0,0,2015
3299749226,tetra:12082364,0,0,0,0,2015
3299750227,tetra:12082364,0,0,0,0,2015
