@relation QueryResult

@attribute latitud numeric
@attribute longitud numeric
@attribute UNIX_TIMESTAMP(fecha) numeric

@data
-0.224685,-0.671369,1424159046
-0.224685,-0.671369,1424159066
-0.224684,-0.671368,1424159083
-0.224683,-0.671368,1424159096
-0.224684,-0.671368,1424159111
-0.224685,-0.671369,1424159139
-0.224685,-0.671369,1424159155
-0.224684,-0.671368,1424159169
-0.224684,-0.671368,1424159187
-0.224684,-0.671368,1424159200
-0.224684,-0.671368,1424159214
-0.224684,-0.671368,1424159232
-0.224685,-0.671368,1424159269
-0.224685,-0.671368,1424159287
-0.224685,-0.671368,1424159312
-0.224685,-0.671368,1424159327
-0.224685,-0.671368,1424159342
-0.224685,-0.671368,1424159356
-0.224684,-0.671368,1424159371
-0.224684,-0.671369,1424159392
-0.224684,-0.671369,1424159407
-0.224684,-0.671369,1424159420
-0.224684,-0.671369,1424159434
-0.224685,-0.671369,1424159449
-0.224684,-0.671369,1424159475
-0.224685,-0.671369,1424159499
-0.224685,-0.671369,1424159527
-0.224685,-0.671368,1424159555
-0.224685,-0.671368,1424159569
-0.224685,-0.671368,1424159586
-0.224686,-0.671368,1424159602
-0.224685,-0.671368,1424159619
-0.224685,-0.671368,1424159636
-0.224685,-0.671368,1424159653
-0.224685,-0.671369,1424159677
-0.224686,-0.671369,1424159702
-0.224686,-0.671369,1424159716
-0.224686,-0.67137,1424159731
-0.224686,-0.67137,1424159745
-0.224687,-0.671369,1424159759
-0.224687,-0.671369,1424159779
-0.224685,-0.671369,1424159800
-0.224685,-0.671369,1424159814
-0.224686,-0.671369,1424159831
-0.224686,-0.671369,1424159860
-0.224685,-0.671369,1424159875
-0.224685,-0.671369,1424159888
-0.224685,-0.671369,1424159904
-0.224685,-0.671369,1424159926
-0.224685,-0.671369,1424159941
-0.224685,-0.671369,1424159957
-0.224685,-0.671369,1424159977
-0.224685,-0.671369,1424159992
-0.224685,-0.671369,1424160006
-0.224685,-0.671369,1424160021
-0.224685,-0.671369,1424160032
-0.224685,-0.671369,1424160042
-0.224685,-0.671369,1424160057
-0.224685,-0.671369,1424160071
-0.224685,-0.671369,1424160082
-0.224685,-0.671369,1424160093
-0.224685,-0.671369,1424160107
-0.224685,-0.671369,1424160119
-0.224685,-0.671369,1424160129
-0.224686,-0.671369,1424160148
-0.224686,-0.671368,1424160161
-0.224686,-0.671368,1424160174
-0.224686,-0.671368,1424160184
-0.224686,-0.671368,1424160196
-0.224686,-0.671369,1424160207
-0.224685,-0.671369,1424160220
-0.224685,-0.671369,1424160234
-0.224685,-0.671368,1424160250
-0.224685,-0.671368,1424160268
-0.224685,-0.671368,1424160281
-0.224685,-0.671368,1424160303
-0.224685,-0.671368,1424160323
-0.224685,-0.671368,1424160336
-0.224685,-0.671368,1424160349
-0.224685,-0.671368,1424160367
-0.224685,-0.671368,1424160399
-0.224686,-0.671369,1424160422
-0.224686,-0.671368,1424160435
-0.224686,-0.671368,1424160452
-0.224686,-0.671368,1424160470
-0.224685,-0.671368,1424160486
-0.224686,-0.671368,1424160502
-0.224686,-0.671368,1424160518
-0.224685,-0.671368,1424160547
-0.224685,-0.671368,1424160563
-0.224684,-0.671368,1424160576
-0.224684,-0.671368,1424160590
-0.224685,-0.671368,1424160606
-0.224685,-0.671368,1424160620
-0.224685,-0.671368,1424160632
-0.224684,-0.671368,1424160646
-0.224684,-0.671368,1424160672
-0.224684,-0.671368,1424160684
-0.224685,-0.671367,1424160699
-0.224685,-0.671367,1424160716
-0.224686,-0.671368,1424160744
-0.224687,-0.671368,1424160762
-0.224685,-0.671369,1424160776
-0.224685,-0.671368,1424160795
-0.224685,-0.671368,1424160811
-0.224685,-0.671368,1424160828
-0.224684,-0.671368,1424160845
-0.224684,-0.671367,1424160858
-0.224684,-0.671367,1424160882
-0.224685,-0.671368,1424160896
-0.224687,-0.671368,1424160913
-0.224687,-0.671368,1424160926
-0.224686,-0.671368,1424160941
-0.224686,-0.671368,1424160956
-0.224686,-0.671368,1424160968
-0.224686,-0.671368,1424160983
-0.224686,-0.671369,1424161009
-0.224685,-0.671368,1424161035
-0.224685,-0.671369,1424161053
-0.224685,-0.671369,1424161068
-0.224685,-0.671369,1424161087
-0.224685,-0.671369,1424161109
-0.224686,-0.671369,1424161126
-0.224684,-0.671369,1424161142
-0.224685,-0.671369,1424161161
-0.224685,-0.671368,1424161185
-0.224685,-0.671368,1424161200
-0.224685,-0.671368,1424161213
-0.224685,-0.671368,1424161230
-0.224685,-0.671368,1424161246
-0.224685,-0.671368,1424161259
-0.224686,-0.671369,1424161271
-0.224686,-0.671369,1424161289
-0.224686,-0.671369,1424161302
-0.224686,-0.671369,1424161317
-0.224685,-0.671369,1424161332
-0.224685,-0.671369,1424161365
-0.224685,-0.671369,1424161382
-0.224685,-0.671369,1424161399
-0.224685,-0.671369,1424161416
-0.224685,-0.671369,1424161432
-0.224686,-0.671369,1424161461
-0.224686,-0.671369,1424161477
-0.224686,-0.671369,1424161513
-0.224685,-0.671369,1424161537
-0.224685,-0.671369,1424161550
-0.224685,-0.671369,1424161565
-0.224685,-0.671369,1424161577
-0.224685,-0.671369,1424161592
-0.224685,-0.671368,1424161606
-0.224685,-0.671368,1424161627
-0.224686,-0.671368,1424161647
-0.224686,-0.671368,1424161659
-0.224686,-0.671368,1424161676
-0.224686,-0.671368,1424161693
-0.224686,-0.671368,1424161712
-0.224688,-0.671368,1424161730
-0.224685,-0.671369,1424161753
-0.224686,-0.671369,1424161781
-0.224685,-0.671369,1424161795
-0.224685,-0.671369,1424161808
-0.224685,-0.671369,1424161825
-0.224687,-0.67137,1424161838
-0.224686,-0.671371,1424161851
-0.224686,-0.671371,1424161870
-0.224686,-0.67137,1424161885
-0.224686,-0.67137,1424161895
-0.224686,-0.671369,1424161909
-0.224685,-0.671369,1424161923
-0.224685,-0.671369,1424161942
-0.224685,-0.671368,1424161964
-0.224685,-0.671368,1424161978
-0.224685,-0.671368,1424161991
-0.224686,-0.671368,1424162007
-0.224686,-0.671368,1424162024
-0.224686,-0.671368,1424162038
-0.224686,-0.671368,1424162058
-0.224686,-0.671368,1424162090
-0.224686,-0.671368,1424162106
-0.224685,-0.671368,1424162121
-0.224685,-0.671368,1424162140
-0.224685,-0.671368,1424162154
-0.224685,-0.671368,1424162168
-0.224684,-0.671368,1424162185
-0.224684,-0.671368,1424162216
-0.224685,-0.671368,1424162228
-0.224685,-0.671368,1424162256
-0.224685,-0.671368,1424162270
-0.224685,-0.671368,1424162283
-0.224685,-0.671368,1424162296
-0.224685,-0.671368,1424162316
-0.224684,-0.671368,1424162336
-0.224685,-0.671369,1424162353
-0.224685,-0.671369,1424162368
-0.224685,-0.671368,1424162386
-0.224685,-0.671368,1424162401
-0.224685,-0.671368,1424162416
-0.224686,-0.67137,1424162428
-0.224686,-0.67137,1424162448
-0.224686,-0.67137,1424162469
-0.224685,-0.67137,1424162483
-0.224685,-0.67137,1424162497
-0.224685,-0.67137,1424162512
-0.224685,-0.67137,1424162527
-0.224685,-0.671369,1424162541
-0.224685,-0.671369,1424162561
-0.224685,-0.671369,1424162589
-0.224685,-0.671369,1424162608
-0.224685,-0.671369,1424162626
-0.224685,-0.671369,1424162641
-0.224685,-0.671369,1424162665
-0.224685,-0.671369,1424162681
-0.224685,-0.671369,1424162707
-0.224685,-0.671369,1424162722
-0.224686,-0.671369,1424162738
-0.224686,-0.671369,1424162752
-0.224686,-0.67137,1424162764
-0.224686,-0.67137,1424162785
-0.224686,-0.67137,1424162799
-0.224686,-0.67137,1424162811
-0.224686,-0.67137,1424162825
-0.224687,-0.67137,1424162841
-0.224687,-0.67137,1424162858
-0.224685,-0.671371,1424162875
-0.224685,-0.67137,1424162891
-0.224685,-0.671371,1424162914
-0.224685,-0.671371,1424162936
-0.224685,-0.671371,1424162954
-0.224685,-0.67137,1424162969
-0.224685,-0.671372,1424162987
-0.224686,-0.671373,1424163003
-0.224688,-0.671372,1424163021
-0.224688,-0.671372,1424163037
-0.224688,-0.671371,1424163061
-0.224687,-0.671369,1424163085
-0.224687,-0.671368,1424163100
-0.224686,-0.671368,1424163113
-0.224686,-0.671368,1424163128
-0.224686,-0.671367,1424163141
-0.224686,-0.671366,1424163157
-0.224686,-0.671366,1424163176
-0.224686,-0.671366,1424163193
-0.224686,-0.671366,1424163206
-0.224686,-0.671367,1424163220
-0.224686,-0.671367,1424163240
-0.224685,-0.671368,1424163257
-0.224685,-0.671368,1424163272
-0.224685,-0.671368,1424163315
-0.224685,-0.671368,1424163333
-0.224685,-0.671368,1424163348
-0.224685,-0.671368,1424163366
-0.224685,-0.671368,1424163381
-0.224685,-0.671368,1424163397
-0.224685,-0.671368,1424163409
-0.224685,-0.671368,1424163432
-0.224685,-0.671369,1424163449
-0.224685,-0.671369,1424163473
-0.224686,-0.671369,1424163489
-0.224686,-0.671369,1424163505
-0.224686,-0.67137,1424163523
-0.224687,-0.671368,1424163556
-0.224687,-0.671368,1424163575
-0.224687,-0.671368,1424163592
-0.224687,-0.671368,1424163605
-0.224687,-0.671367,1424163624
-0.224687,-0.671367,1424163641
-0.224687,-0.671369,1424163665
-0.224687,-0.67137,1424163690
-0.224686,-0.67137,1424163709
-0.224686,-0.67137,1424163723
-0.224686,-0.67137,1424163736
-0.224686,-0.67137,1424163749
-0.224686,-0.67137,1424163769
-0.224686,-0.67137,1424163786
-0.224686,-0.67137,1424163810
-0.224686,-0.671371,1424163826
-0.224687,-0.671371,1424163841
-0.224687,-0.671371,1424163867
-0.224687,-0.671371,1424163887
-0.224687,-0.671371,1424163903
-0.224687,-0.671371,1424163916
-0.224686,-0.671371,1424163938
-0.224686,-0.671371,1424163960
-0.224686,-0.67137,1424163975
-0.224686,-0.671369,1424163993
-0.224686,-0.671369,1424164009
-0.224687,-0.671368,1424164024
-0.224687,-0.671368,1424164037
-0.224687,-0.671369,1424164062
-0.224685,-0.67137,1424164080
-0.224685,-0.67137,1424164095
-0.224686,-0.67137,1424164112
-0.224686,-0.67137,1424164127
-0.224686,-0.67137,1424164145
-0.224686,-0.67137,1424164179
-0.224686,-0.67137,1424164199
-0.224685,-0.671369,1424164219
-0.224685,-0.671369,1424164234
-0.224686,-0.671368,1424164251
-0.224686,-0.671368,1424164265
-0.224686,-0.671368,1424164288
-0.224685,-0.671369,1424164306
-0.224685,-0.671369,1424164318
-0.224686,-0.671369,1424164331
-0.224686,-0.671369,1424164344
-0.224685,-0.67137,1424164359
-0.224685,-0.67137,1424164374
-0.224686,-0.67137,1424164398
-0.224687,-0.671371,1424164424
-0.224687,-0.67137,1424164441
-0.224687,-0.671369,1424164458
-0.224686,-0.67137,1424164475
-0.224687,-0.671369,1424164490
-0.224687,-0.671369,1424164517
-0.224687,-0.671369,1424164545
-0.224687,-0.671369,1424164561
-0.224687,-0.671369,1424164576
-0.224686,-0.671369,1424164606
-0.224686,-0.671369,1424164621
-0.224686,-0.671369,1424164636
-0.224686,-0.671369,1424164650
-0.224686,-0.671369,1424164677
-0.224685,-0.671369,1424164698
-0.224685,-0.671368,1424164715
-0.224685,-0.671368,1424164729
-0.224685,-0.671368,1424164743
-0.224685,-0.671368,1424164761
-0.224685,-0.671368,1424164787
-0.224685,-0.671368,1424164804
-0.224685,-0.671368,1424164820
-0.224686,-0.671368,1424164838
-0.224686,-0.671368,1424164851
-0.224686,-0.671367,1424164868
-0.224686,-0.671364,1424164885
-0.224685,-0.671367,1424164930
-0.224686,-0.671365,1424164946
-0.224686,-0.671364,1424164959
-0.224688,-0.671363,1424164973
-0.224689,-0.671363,1424164988
-0.224689,-0.671363,1424165004
-0.224689,-0.671363,1424165028
-0.224689,-0.671362,1424165045
-0.224688,-0.671361,1424165062
-0.224688,-0.671361,1424165080
-0.224687,-0.671362,1424165096
-0.224687,-0.671362,1424165114
-0.224686,-0.671363,1424165133
-0.224685,-0.671364,1424165153
-0.224684,-0.671366,1424165171
-0.224683,-0.671366,1424165187
-0.224684,-0.671365,1424165200
-0.224685,-0.671367,1424165213
-0.224682,-0.671368,1424165233
-0.224682,-0.671368,1424165246
-0.224682,-0.671368,1424165273
-0.224683,-0.671368,1424165289
-0.224684,-0.671368,1424165304
-0.224684,-0.671368,1424165317
-0.224684,-0.671368,1424165335
-0.224684,-0.671368,1424165349
-0.224685,-0.671369,1424165365
-0.224685,-0.671369,1424165381
-0.224684,-0.671369,1424165404
-0.224684,-0.671369,1424165421
-0.224685,-0.671368,1424165455
-0.224684,-0.671368,1424165475
-0.224684,-0.671368,1424165493
-0.224684,-0.671368,1424165513
-0.224684,-0.671366,1424165529
-0.224685,-0.671367,1424165548
-0.224686,-0.671367,1424165563
-0.224685,-0.671366,1424165580
-0.224685,-0.671365,1424165597
-0.224685,-0.671365,1424165611
-0.224686,-0.671368,1424165637
-0.224685,-0.671368,1424165653
-0.224685,-0.671368,1424165672
-0.224685,-0.671368,1424165691
-0.224686,-0.671368,1424165706
-0.224686,-0.671368,1424165722
-0.224686,-0.671368,1424165737
-0.224686,-0.671368,1424165762
-0.224687,-0.671369,1424165775
-0.224686,-0.671369,1424165794
-0.224686,-0.671369,1424165807
-0.224685,-0.671368,1424165819
-0.224685,-0.671368,1424165830
-0.224686,-0.671369,1424165848
-0.224686,-0.671368,1424165869
-0.224686,-0.671368,1424165882
-0.224687,-0.671368,1424165896
-0.224687,-0.671368,1424165908
-0.224688,-0.671369,1424165926
-0.224689,-0.671368,1424165950
-0.224688,-0.671369,1424165976
-0.224687,-0.671369,1424166002
-0.224686,-0.671369,1424166017
-0.224686,-0.671369,1424166034
-0.224686,-0.671369,1424166051
-0.224686,-0.671369,1424166066
-0.224686,-0.671369,1424166088
-0.224686,-0.671371,1424166111
-0.224685,-0.67137,1424166133
-0.224685,-0.67137,1424166152
-0.224685,-0.67137,1424166166
-0.224686,-0.67137,1424166180
-0.224686,-0.67137,1424166195
-0.224686,-0.671369,1424166209
-0.224686,-0.671368,1424166253
-0.224686,-0.671368,1424166268
-0.224686,-0.671367,1424166293
-0.224686,-0.671367,1424166317
-0.224686,-0.671367,1424166337
-0.224686,-0.671367,1424166351
-0.224686,-0.671367,1424166369
-0.224686,-0.671368,1424166383
-0.224686,-0.671368,1424166409
-0.224686,-0.671368,1424166421
-0.224686,-0.671368,1424166441
-0.224686,-0.671368,1424166457
-0.224686,-0.671367,1424166470
-0.224686,-0.671367,1424166485
-0.224686,-0.671367,1424166498
-0.224686,-0.671366,1424166514
-0.224686,-0.671365,1424166531
-0.224686,-0.671366,1424166553
-0.224686,-0.671368,1424166576
-0.224686,-0.671368,1424166592
-0.224686,-0.671368,1424166616
-0.224687,-0.671369,1424166633
-0.224686,-0.671368,1424166646
-0.224684,-0.671368,1424166665
-0.224686,-0.671369,1424166689
-0.224686,-0.671369,1424166706
-0.224687,-0.671368,1424166725
-0.224686,-0.671368,1424166739
-0.224686,-0.671368,1424166756
-0.224685,-0.671368,1424166776
-0.224685,-0.671367,1424166795
-0.224685,-0.671367,1424166806
-0.224685,-0.671367,1424166831
-0.224685,-0.671367,1424166844
-0.224685,-0.671367,1424166869
-0.224685,-0.671367,1424166885
-0.224685,-0.671368,1424166905
-0.224685,-0.671368,1424166925
-0.224685,-0.671368,1424166949
-0.224685,-0.671368,1424166967
-0.224685,-0.671368,1424166983
-0.224685,-0.671368,1424166999
-0.224685,-0.671368,1424167014
-0.224685,-0.671368,1424167031
-0.224685,-0.671368,1424167056
-0.224685,-0.671368,1424167070
-0.224685,-0.671369,1424167099
-0.224685,-0.671369,1424167114
-0.224686,-0.671368,1424167130
-0.224686,-0.671368,1424167143
-0.224686,-0.671366,1424167179
-0.224686,-0.671366,1424167199
-0.224686,-0.671366,1424167215
-0.224685,-0.671366,1424167231
-0.224685,-0.671367,1424167252
-0.224685,-0.671367,1424167265
-0.224685,-0.671367,1424167283
-0.224685,-0.671368,1424167307
-0.224685,-0.671368,1424167330
-0.224685,-0.671368,1424167349
-0.224685,-0.671368,1424167367
-0.224685,-0.671368,1424167380
-0.224685,-0.671368,1424167398
-0.224685,-0.671368,1424167411
-0.224685,-0.671368,1424167438
-0.224685,-0.671368,1424167451
-0.224685,-0.671368,1424167467
-0.224685,-0.671368,1424167483
-0.224685,-0.671368,1424167495
-0.224685,-0.671368,1424167515
-0.224685,-0.671368,1424167537
-0.224685,-0.671368,1424167555
-0.224686,-0.671369,1424167571
-0.224686,-0.67137,1424167588
-0.224686,-0.67137,1424167603
-0.224686,-0.67137,1424167627
-0.224686,-0.67137,1424167644
-0.224686,-0.67137,1424167659
-0.224686,-0.67137,1424167685
-0.224686,-0.67137,1424167702
-0.224686,-0.67137,1424167719
-0.224686,-0.67137,1424167732
-0.224686,-0.67137,1424167746
-0.224686,-0.67137,1424167762
-0.224685,-0.67137,1424167793
-0.224685,-0.67137,1424167807
-0.224685,-0.671369,1424167826
-0.224688,-0.671368,1424167850
-0.224688,-0.671368,1424167869
-0.224688,-0.671368,1424167887
-0.224688,-0.671368,1424167906
-0.224688,-0.671368,1424167927
-0.224689,-0.671368,1424167945
-0.224689,-0.671368,1424167957
-0.224688,-0.671368,1424167971
-0.224688,-0.671368,1424167988
-0.224687,-0.671368,1424168006
-0.224687,-0.671368,1424168027
-0.224687,-0.671368,1424168044
-0.224687,-0.671368,1424168057
-0.224687,-0.671368,1424168076
-0.224687,-0.671368,1424168090
-0.224686,-0.671368,1424168109
-0.224686,-0.671368,1424168138
-0.224685,-0.671369,1424168168
-0.224685,-0.671369,1424168185
-0.224685,-0.671369,1424168201
-0.224685,-0.67137,1424168220
-0.224684,-0.67137,1424168242
-0.224684,-0.67137,1424168275
-0.224685,-0.67137,1424168290
-0.224686,-0.671369,1424168307
-0.224687,-0.671369,1424168320
-0.224687,-0.671368,1424168336
-0.224687,-0.671368,1424168348
-0.224687,-0.671368,1424168362
-0.224689,-0.671368,1424168385
-0.224686,-0.671368,1424168400
-0.224686,-0.671368,1424168416
-0.224686,-0.671368,1424168429
-0.224687,-0.671368,1424168456
-0.224686,-0.671368,1424168480
-0.224686,-0.671368,1424168500
-0.224686,-0.671368,1424168518
-0.224686,-0.671368,1424168532
-0.224685,-0.671369,1424168550
-0.224686,-0.67137,1424168564
-0.224686,-0.671371,1424168580
-0.224686,-0.671371,1424168604
-0.224686,-0.67137,1424168618
-0.224686,-0.67137,1424168636
-0.224686,-0.67137,1424168650
-0.224686,-0.67137,1424168667
-0.224685,-0.67137,1424168682
-0.224685,-0.67137,1424168698
-0.224685,-0.67137,1424168712
-0.224685,-0.67137,1424168737
-0.224685,-0.67137,1424168752
-0.224685,-0.67137,1424168772
-0.224685,-0.671369,1424168791
-0.224685,-0.671369,1424168804
-0.224685,-0.671369,1424168832
-0.224685,-0.671369,1424168848
-0.224685,-0.671369,1424168864
-0.224685,-0.671369,1424168876
-0.224685,-0.671369,1424168892
-0.224686,-0.671369,1424168912
-0.224686,-0.671369,1424168931
-0.224686,-0.671369,1424168955
-0.224686,-0.671369,1424168969
-0.224686,-0.671369,1424168981
-0.224686,-0.671369,1424168995
-0.224686,-0.671369,1424169011
-0.224686,-0.671369,1424169024
-0.224686,-0.671369,1424169042
-0.224686,-0.671369,1424169074
-0.224686,-0.671369,1424169091
-0.224687,-0.671369,1424169106
-0.224687,-0.671368,1424169123
-0.224687,-0.671368,1424169139
-0.224686,-0.671368,1424169159
-0.224686,-0.671368,1424169178
-0.224686,-0.671368,1424169193
-0.224686,-0.671368,1424169210
-0.224687,-0.671369,1424169226
-0.224686,-0.671369,1424169241
-0.224686,-0.671369,1424169262
-0.224687,-0.67137,1424169279
-0.224687,-0.67137,1424169297
-0.224687,-0.67137,1424169315
-0.224687,-0.67137,1424169332
-0.224687,-0.67137,1424169348
-0.224687,-0.67137,1424169364
-0.224687,-0.67137,1424169388
-0.224687,-0.67137,1424169426
-0.224687,-0.67137,1424169449
-0.224687,-0.67137,1424169462
-0.224687,-0.67137,1424169476
-0.224687,-0.67137,1424169492
-0.224687,-0.671371,1424169504
-0.224687,-0.671371,1424169527
-0.224687,-0.671371,1424169541
-0.224678,-0.671371,1424169557
-0.224679,-0.671371,1424169572
-0.224679,-0.671371,1424169588
-0.224681,-0.671371,1424169602
-0.224683,-0.671371,1424169615
-0.224686,-0.671371,1424169638
-0.224686,-0.671371,1424169658
-0.224684,-0.671369,1424169674
-0.224683,-0.671369,1424169690
-0.224683,-0.671369,1424169707
-0.224685,-0.67137,1424169722
-0.224685,-0.67137,1424169744
-0.224685,-0.67137,1424169773
-0.224685,-0.67137,1424169787
-0.224685,-0.67137,1424169806
-0.224685,-0.67137,1424169820
-0.224685,-0.67137,1424169838
-0.224684,-0.671369,1424169860
-0.224684,-0.671369,1424169875
-0.224685,-0.671369,1424169889
-0.224685,-0.671369,1424169903
-0.224684,-0.671369,1424169918
-0.224683,-0.671369,1424169945
-0.224683,-0.671369,1424169966
-0.224682,-0.671369,1424169979
-0.224682,-0.671369,1424169998
-0.224682,-0.671369,1424170012
-0.224683,-0.671369,1424170029
-0.224683,-0.671369,1424170042
-0.224683,-0.671369,1424170059
-0.224683,-0.671369,1424170083
-0.224683,-0.671369,1424170099
-0.224683,-0.671369,1424170118
-0.224684,-0.671369,1424170134
-0.224684,-0.671369,1424170149
-0.224684,-0.671369,1424170171
-0.224684,-0.671369,1424170188
-0.224684,-0.671369,1424170203
-0.224684,-0.671369,1424170217
-0.224684,-0.671369,1424170232
-0.224684,-0.671369,1424170247
-0.224684,-0.671369,1424170268
-0.224685,-0.671369,1424170289
-0.224685,-0.671369,1424170309
-0.224685,-0.671369,1424170324
-0.224684,-0.671369,1424170344
-0.224684,-0.671369,1424170360
-0.224684,-0.671369,1424170374
-0.224683,-0.671369,1424170400
-0.224683,-0.671369,1424170416
-0.224682,-0.671369,1424170430
-0.224683,-0.671369,1424170447
-0.224685,-0.671368,1424170460
-0.224686,-0.671369,1424170477
-0.224686,-0.671369,1424170499
-0.224685,-0.671369,1424170522
-0.224685,-0.671369,1424170541
-0.224685,-0.671369,1424170553
-0.224685,-0.671369,1424170572
-0.224685,-0.671369,1424170589
-0.224685,-0.671369,1424170606
-0.224685,-0.671368,1424170633
-0.224685,-0.671368,1424170656
-0.224685,-0.671368,1424170669
-0.224685,-0.671368,1424170686
-0.224685,-0.671369,1424170704
-0.224685,-0.671368,1424170722
-0.224685,-0.671368,1424170734
-0.224685,-0.671368,1424170753
-0.224686,-0.671368,1424170771
-0.224686,-0.671368,1424170789
-0.224685,-0.671368,1424170802
-0.224686,-0.671368,1424170818
-0.224684,-0.671368,1424170832
-0.224685,-0.671368,1424170859
-0.224685,-0.671368,1424170892
-0.224687,-0.671368,1424170911
-0.224687,-0.671368,1424170926
-0.224687,-0.671368,1424170941
-0.224686,-0.671368,1424170955
-0.224686,-0.671368,1424170978
-0.224686,-0.671368,1424171003
-0.224686,-0.671368,1424171018
-0.224686,-0.671368,1424171037
-0.224686,-0.671368,1424171055
-0.224686,-0.671368,1424171069
-0.224688,-0.671368,1424171082
-0.224688,-0.671368,1424171096
-0.224688,-0.671368,1424171120
-0.224687,-0.671368,1424171133
-0.224686,-0.671368,1424171156
-0.224686,-0.671368,1424171175
-0.224685,-0.671368,1424171196
-0.224685,-0.671368,1424171217
-0.224685,-0.671368,1424171237
-0.224685,-0.671368,1424171255
-0.224685,-0.671368,1424171269
-0.224685,-0.671368,1424171282
-0.224685,-0.671368,1424171299
